* #variable= 3318 #constraint= 6983
+5 ~x2243 +1 ~x2244 +1 ~x2485 +1 ~x2290 +1 ~x2405 +1 ~x2406 >= 5;
+5 ~x2245 +1 ~x2246 +1 ~x2484 +1 ~x2291 +1 ~x2409 +1 ~x2410 >= 5;
+5 ~x2247 +1 ~x2248 +1 ~x2483 +1 ~x2292 +1 ~x2413 +1 ~x2414 >= 5;
+5 ~x2249 +1 ~x2250 +1 ~x2482 +1 ~x2293 +1 ~x2417 +1 ~x2418 >= 5;
+5 ~x2251 +1 ~x2252 +1 ~x2481 +1 ~x2294 +1 ~x2421 +1 ~x2422 >= 5;
+13 ~x2185 +1 ~x2186 +1 ~x2187 +1 ~x2189 +1 ~x2190 +1 ~x2188 +1 ~x2498 +1 ~x2253 +1 ~x2367 +1 ~x2368 +1 ~x2369 +1 ~x2370 +1 ~x2371 +1 ~x2372 >= 13;
+12 ~x2186 +1 ~x2187 +1 ~x2189 +1 ~x2190 +1 ~x2188 +1 ~x2498 +1 ~x2253 +1 ~x2373 +1 ~x2374 +1 ~x2375 +1 ~x2376 +1 ~x2377 +1 ~x2378 >= 12;
+11 ~x2187 +1 ~x2189 +1 ~x2190 +1 ~x2188 +1 ~x2498 +1 ~x2253 +1 ~x2379 +1 ~x2380 +1 ~x2381 +1 ~x2382 +1 ~x2383 +1 ~x2384 >= 11;
+10 ~x2189 +1 ~x2190 +1 ~x2188 +1 ~x2498 +1 ~x2253 +1 ~x2303 +1 ~x2304 +1 ~x2305 +1 ~x2306 +1 ~x2307 +1 ~x2308 >= 10;
+9 ~x2190 +1 ~x2188 +1 ~x2498 +1 ~x2253 +1 ~x2309 +1 ~x2310 +1 ~x2311 +1 ~x2312 +1 ~x2313 +1 ~x2314 >= 9;
+13 ~x2191 +1 ~x2192 +1 ~x2193 +1 ~x2195 +1 ~x2196 +1 ~x2194 +1 ~x2497 +1 ~x2254 +1 ~x2385 +1 ~x2386 +1 ~x2387 +1 ~x2388 +1 ~x2389 +1 ~x2390 >= 13;
+12 ~x2192 +1 ~x2193 +1 ~x2195 +1 ~x2196 +1 ~x2194 +1 ~x2497 +1 ~x2254 +1 ~x2391 +1 ~x2392 +1 ~x2393 +1 ~x2394 +1 ~x2395 +1 ~x2396 >= 12;
+11 ~x2193 +1 ~x2195 +1 ~x2196 +1 ~x2194 +1 ~x2497 +1 ~x2254 +1 ~x2397 +1 ~x2398 +1 ~x2399 +1 ~x2400 +1 ~x2401 +1 ~x2402 >= 11;
+10 ~x2195 +1 ~x2196 +1 ~x2194 +1 ~x2497 +1 ~x2254 +1 ~x2321 +1 ~x2322 +1 ~x2323 +1 ~x2324 +1 ~x2325 +1 ~x2326 >= 10;
+9 ~x2196 +1 ~x2194 +1 ~x2497 +1 ~x2254 +1 ~x2327 +1 ~x2328 +1 ~x2329 +1 ~x2330 +1 ~x2331 +1 ~x2332 >= 9;
+13 ~x2197 +1 ~x2198 +1 ~x2199 +1 ~x2200 +1 ~x2201 +1 ~x2202 +1 ~x2496 +1 ~x2265 +1 ~x2367 +1 ~x2368 +1 ~x2369 +1 ~x2370 +1 ~x2371 +1 ~x2372 >= 13;
+12 ~x2198 +1 ~x2199 +1 ~x2200 +1 ~x2201 +1 ~x2202 +1 ~x2496 +1 ~x2265 +1 ~x2373 +1 ~x2374 +1 ~x2375 +1 ~x2376 +1 ~x2377 +1 ~x2378 >= 12;
+11 ~x2199 +1 ~x2200 +1 ~x2201 +1 ~x2202 +1 ~x2496 +1 ~x2265 +1 ~x2379 +1 ~x2380 +1 ~x2381 +1 ~x2382 +1 ~x2383 +1 ~x2384 >= 11;
+10 ~x2200 +1 ~x2201 +1 ~x2202 +1 ~x2496 +1 ~x2265 +1 ~x2297 +1 ~x2298 +1 ~x2299 +1 ~x2300 +1 ~x2301 +1 ~x2302 >= 10;
+9 ~x2201 +1 ~x2202 +1 ~x2496 +1 ~x2265 +1 ~x2303 +1 ~x2304 +1 ~x2305 +1 ~x2306 +1 ~x2307 +1 ~x2308 >= 9;
+13 ~x2203 +1 ~x2204 +1 ~x2205 +1 ~x2206 +1 ~x2207 +1 ~x2208 +1 ~x2495 +1 ~x2266 +1 ~x2385 +1 ~x2386 +1 ~x2387 +1 ~x2388 +1 ~x2389 +1 ~x2390 >= 13;
+12 ~x2204 +1 ~x2205 +1 ~x2206 +1 ~x2207 +1 ~x2208 +1 ~x2495 +1 ~x2266 +1 ~x2391 +1 ~x2392 +1 ~x2393 +1 ~x2394 +1 ~x2395 +1 ~x2396 >= 12;
+11 ~x2205 +1 ~x2206 +1 ~x2207 +1 ~x2208 +1 ~x2495 +1 ~x2266 +1 ~x2397 +1 ~x2398 +1 ~x2399 +1 ~x2400 +1 ~x2401 +1 ~x2402 >= 11;
+10 ~x2206 +1 ~x2207 +1 ~x2208 +1 ~x2495 +1 ~x2266 +1 ~x2315 +1 ~x2316 +1 ~x2317 +1 ~x2318 +1 ~x2319 +1 ~x2320 >= 10;
+9 ~x2207 +1 ~x2208 +1 ~x2495 +1 ~x2266 +1 ~x2321 +1 ~x2322 +1 ~x2323 +1 ~x2324 +1 ~x2325 +1 ~x2326 >= 9;
+13 ~x2209 +1 ~x2210 +1 ~x2211 +1 ~x2212 +1 ~x2213 +1 ~x2214 +1 ~x2494 +1 ~x2267 +1 ~x2367 +1 ~x2368 +1 ~x2369 +1 ~x2370 +1 ~x2371 +1 ~x2372 >= 13;
+12 ~x2210 +1 ~x2211 +1 ~x2212 +1 ~x2213 +1 ~x2214 +1 ~x2494 +1 ~x2267 +1 ~x2373 +1 ~x2374 +1 ~x2375 +1 ~x2376 +1 ~x2377 +1 ~x2378 >= 12;
+11 ~x2211 +1 ~x2212 +1 ~x2213 +1 ~x2214 +1 ~x2494 +1 ~x2267 +1 ~x2379 +1 ~x2380 +1 ~x2381 +1 ~x2382 +1 ~x2383 +1 ~x2384 >= 11;
+10 ~x2212 +1 ~x2213 +1 ~x2214 +1 ~x2494 +1 ~x2267 +1 ~x2297 +1 ~x2298 +1 ~x2299 +1 ~x2300 +1 ~x2301 +1 ~x2302 >= 10;
+9 ~x2213 +1 ~x2214 +1 ~x2494 +1 ~x2267 +1 ~x2303 +1 ~x2304 +1 ~x2305 +1 ~x2306 +1 ~x2307 +1 ~x2308 >= 9;
+13 ~x2215 +1 ~x2216 +1 ~x2217 +1 ~x2218 +1 ~x2219 +1 ~x2220 +1 ~x2493 +1 ~x2268 +1 ~x2385 +1 ~x2386 +1 ~x2387 +1 ~x2388 +1 ~x2389 +1 ~x2390 >= 13;
+12 ~x2216 +1 ~x2217 +1 ~x2218 +1 ~x2219 +1 ~x2220 +1 ~x2493 +1 ~x2268 +1 ~x2391 +1 ~x2392 +1 ~x2393 +1 ~x2394 +1 ~x2395 +1 ~x2396 >= 12;
+11 ~x2217 +1 ~x2218 +1 ~x2219 +1 ~x2220 +1 ~x2493 +1 ~x2268 +1 ~x2397 +1 ~x2398 +1 ~x2399 +1 ~x2400 +1 ~x2401 +1 ~x2402 >= 11;
+10 ~x2218 +1 ~x2219 +1 ~x2220 +1 ~x2493 +1 ~x2268 +1 ~x2315 +1 ~x2316 +1 ~x2317 +1 ~x2318 +1 ~x2319 +1 ~x2320 >= 10;
+9 ~x2219 +1 ~x2220 +1 ~x2493 +1 ~x2268 +1 ~x2321 +1 ~x2322 +1 ~x2323 +1 ~x2324 +1 ~x2325 +1 ~x2326 >= 9;
+13 ~x2221 +1 ~x2222 +1 ~x2223 +1 ~x2224 +1 ~x2226 +1 ~x2225 +1 ~x2492 +1 ~x2279 +1 ~x2367 +1 ~x2368 +1 ~x2369 +1 ~x2370 +1 ~x2371 +1 ~x2372 >= 13;
+12 ~x2222 +1 ~x2223 +1 ~x2224 +1 ~x2226 +1 ~x2225 +1 ~x2492 +1 ~x2279 +1 ~x2373 +1 ~x2374 +1 ~x2375 +1 ~x2376 +1 ~x2377 +1 ~x2378 >= 12;
+11 ~x2223 +1 ~x2224 +1 ~x2226 +1 ~x2225 +1 ~x2492 +1 ~x2279 +1 ~x2379 +1 ~x2380 +1 ~x2381 +1 ~x2382 +1 ~x2383 +1 ~x2384 >= 11;
+10 ~x2224 +1 ~x2226 +1 ~x2225 +1 ~x2492 +1 ~x2279 +1 ~x2297 +1 ~x2298 +1 ~x2299 +1 ~x2300 +1 ~x2301 +1 ~x2302 >= 10;
+9 ~x2226 +1 ~x2225 +1 ~x2492 +1 ~x2279 +1 ~x2309 +1 ~x2310 +1 ~x2311 +1 ~x2312 +1 ~x2313 +1 ~x2314 >= 9;
+13 ~x2227 +1 ~x2228 +1 ~x2229 +1 ~x2230 +1 ~x2232 +1 ~x2231 +1 ~x2491 +1 ~x2280 +1 ~x2385 +1 ~x2386 +1 ~x2387 +1 ~x2388 +1 ~x2389 +1 ~x2390 >= 13;
+12 ~x2228 +1 ~x2229 +1 ~x2230 +1 ~x2232 +1 ~x2231 +1 ~x2491 +1 ~x2280 +1 ~x2391 +1 ~x2392 +1 ~x2393 +1 ~x2394 +1 ~x2395 +1 ~x2396 >= 12;
+11 ~x2229 +1 ~x2230 +1 ~x2232 +1 ~x2231 +1 ~x2491 +1 ~x2280 +1 ~x2397 +1 ~x2398 +1 ~x2399 +1 ~x2400 +1 ~x2401 +1 ~x2402 >= 11;
+10 ~x2230 +1 ~x2232 +1 ~x2231 +1 ~x2491 +1 ~x2280 +1 ~x2315 +1 ~x2316 +1 ~x2317 +1 ~x2318 +1 ~x2319 +1 ~x2320 >= 10;
+9 ~x2232 +1 ~x2231 +1 ~x2491 +1 ~x2280 +1 ~x2327 +1 ~x2328 +1 ~x2329 +1 ~x2330 +1 ~x2331 +1 ~x2332 >= 9;
+5 ~x2233 +1 ~x2234 +1 ~x2490 +1 ~x2282 +1 ~x2405 +1 ~x2406 >= 5;
+5 ~x2235 +1 ~x2236 +1 ~x2489 +1 ~x2283 +1 ~x2409 +1 ~x2410 >= 5;
+5 ~x2237 +1 ~x2238 +1 ~x2488 +1 ~x2285 +1 ~x2417 +1 ~x2418 >= 5;
+5 ~x2239 +1 ~x2240 +1 ~x2487 +1 ~x2286 +1 ~x2421 +1 ~x2422 >= 5;
+5 ~x2241 +1 ~x2242 +1 ~x2486 +1 ~x2287 +1 ~x2425 +1 ~x2426 >= 5;
+6 ~x2244 +1 ~x2485 +1 ~x2269 +1 ~x2274 +1 ~x2290 +1 ~x2403 +1 ~x2404 >= 6;
+6 ~x2246 +1 ~x2484 +1 ~x2270 +1 ~x2275 +1 ~x2291 +1 ~x2407 +1 ~x2408 >= 6;
+6 ~x2248 +1 ~x2483 +1 ~x2271 +1 ~x2276 +1 ~x2292 +1 ~x2411 +1 ~x2412 >= 6;
+6 ~x2250 +1 ~x2482 +1 ~x2272 +1 ~x2277 +1 ~x2293 +1 ~x2415 +1 ~x2416 >= 6;
+6 ~x2252 +1 ~x2481 +1 ~x2273 +1 ~x2278 +1 ~x2294 +1 ~x2419 +1 ~x2420 >= 6;
+10 ~x2188 +1 ~x2498 +1 ~x2253 +1 ~x2254 +1 ~x2281 +1 ~x2297 +1 ~x2298 +1 ~x2299 +1 ~x2300 +1 ~x2301 +1 ~x2302 >= 10;
+10 ~x2194 +1 ~x2497 +1 ~x2253 +1 ~x2254 +1 ~x2281 +1 ~x2315 +1 ~x2316 +1 ~x2317 +1 ~x2318 +1 ~x2319 +1 ~x2320 >= 10;
+10 ~x2202 +1 ~x2496 +1 ~x2265 +1 ~x2266 +1 ~x2288 +1 ~x2309 +1 ~x2310 +1 ~x2311 +1 ~x2312 +1 ~x2313 +1 ~x2314 >= 10;
+10 ~x2208 +1 ~x2495 +1 ~x2265 +1 ~x2266 +1 ~x2288 +1 ~x2327 +1 ~x2328 +1 ~x2329 +1 ~x2330 +1 ~x2331 +1 ~x2332 >= 10;
+10 ~x2214 +1 ~x2494 +1 ~x2267 +1 ~x2268 +1 ~x2289 +1 ~x2309 +1 ~x2310 +1 ~x2311 +1 ~x2312 +1 ~x2313 +1 ~x2314 >= 10;
+10 ~x2220 +1 ~x2493 +1 ~x2267 +1 ~x2268 +1 ~x2289 +1 ~x2327 +1 ~x2328 +1 ~x2329 +1 ~x2330 +1 ~x2331 +1 ~x2332 >= 10;
+10 ~x2225 +1 ~x2492 +1 ~x2279 +1 ~x2280 +1 ~x2296 +1 ~x2303 +1 ~x2304 +1 ~x2305 +1 ~x2306 +1 ~x2307 +1 ~x2308 >= 10;
+10 ~x2231 +1 ~x2491 +1 ~x2279 +1 ~x2280 +1 ~x2296 +1 ~x2321 +1 ~x2322 +1 ~x2323 +1 ~x2324 +1 ~x2325 +1 ~x2326 >= 10;
+6 ~x2234 +1 ~x2490 +1 ~x2255 +1 ~x2260 +1 ~x2282 +1 ~x2403 +1 ~x2404 >= 6;
+6 ~x2236 +1 ~x2489 +1 ~x2256 +1 ~x2261 +1 ~x2283 +1 ~x2407 +1 ~x2408 >= 6;
+6 ~x2238 +1 ~x2488 +1 ~x2257 +1 ~x2262 +1 ~x2285 +1 ~x2415 +1 ~x2416 >= 6;
+6 ~x2240 +1 ~x2487 +1 ~x2258 +1 ~x2263 +1 ~x2286 +1 ~x2419 +1 ~x2420 >= 6;
+6 ~x2242 +1 ~x2486 +1 ~x2259 +1 ~x2264 +1 ~x2287 +1 ~x2423 +1 ~x2424 >= 6;
+16 ~x2269 +1 ~x2274 +1 ~x2290 +1 ~x2475 +1 ~x2343 +1 ~x2344 +1 ~x2345 +1 ~x2346 +1 ~x2347 +1 ~x2349 +1 ~x2348 +1 ~x2367 +1 ~x2368 +1 ~x2369 +1 ~x2370 +1 ~x2371 +1 ~x2372 >= 16;
+16 ~x2270 +1 ~x2275 +1 ~x2291 +1 ~x2474 +1 ~x2343 +1 ~x2344 +1 ~x2345 +1 ~x2346 +1 ~x2347 +1 ~x2350 +1 ~x2348 +1 ~x2373 +1 ~x2374 +1 ~x2375 +1 ~x2376 +1 ~x2377 +1 ~x2378 >= 16;
+16 ~x2271 +1 ~x2276 +1 ~x2292 +1 ~x2473 +1 ~x2343 +1 ~x2344 +1 ~x2345 +1 ~x2346 +1 ~x2347 +1 ~x2351 +1 ~x2348 +1 ~x2379 +1 ~x2380 +1 ~x2381 +1 ~x2382 +1 ~x2383 +1 ~x2384 >= 16;
+16 ~x2272 +1 ~x2277 +1 ~x2293 +1 ~x2472 +1 ~x2343 +1 ~x2344 +1 ~x2345 +1 ~x2346 +1 ~x2347 +1 ~x2352 +1 ~x2348 +1 ~x2297 +1 ~x2298 +1 ~x2299 +1 ~x2300 +1 ~x2301 +1 ~x2302 >= 16;
+16 ~x2273 +1 ~x2278 +1 ~x2294 +1 ~x2471 +1 ~x2343 +1 ~x2344 +1 ~x2345 +1 ~x2346 +1 ~x2347 +1 ~x2353 +1 ~x2348 +1 ~x2303 +1 ~x2304 +1 ~x2305 +1 ~x2306 +1 ~x2307 +1 ~x2308 >= 16;
+15 ~x2274 +1 ~x2290 +1 ~x2475 +1 ~x2343 +1 ~x2349 +1 ~x2350 +1 ~x2351 +1 ~x2352 +1 ~x2353 +1 ~x2354 +1 ~x2385 +1 ~x2386 +1 ~x2387 +1 ~x2388 +1 ~x2389 +1 ~x2390 >= 15;
+15 ~x2275 +1 ~x2291 +1 ~x2474 +1 ~x2344 +1 ~x2349 +1 ~x2350 +1 ~x2351 +1 ~x2352 +1 ~x2353 +1 ~x2354 +1 ~x2391 +1 ~x2392 +1 ~x2393 +1 ~x2394 +1 ~x2395 +1 ~x2396 >= 15;
+15 ~x2276 +1 ~x2292 +1 ~x2473 +1 ~x2345 +1 ~x2349 +1 ~x2350 +1 ~x2351 +1 ~x2352 +1 ~x2353 +1 ~x2354 +1 ~x2397 +1 ~x2398 +1 ~x2399 +1 ~x2400 +1 ~x2401 +1 ~x2402 >= 15;
+15 ~x2277 +1 ~x2293 +1 ~x2472 +1 ~x2346 +1 ~x2349 +1 ~x2350 +1 ~x2351 +1 ~x2352 +1 ~x2353 +1 ~x2354 +1 ~x2315 +1 ~x2316 +1 ~x2317 +1 ~x2318 +1 ~x2319 +1 ~x2320 >= 15;
+15 ~x2278 +1 ~x2294 +1 ~x2471 +1 ~x2347 +1 ~x2349 +1 ~x2350 +1 ~x2351 +1 ~x2352 +1 ~x2353 +1 ~x2354 +1 ~x2321 +1 ~x2322 +1 ~x2323 +1 ~x2324 +1 ~x2325 +1 ~x2326 >= 15;
+5 ~x2284 +1 ~x2469 +1 ~x2356 +1 ~x2357 +1 ~x2413 +1 ~x2414 >= 5;
+5 ~x2290 +1 ~x2475 +1 ~x2343 +1 ~x2349 +1 ~x2403 +1 ~x2404 >= 5;
+5 ~x2291 +1 ~x2474 +1 ~x2344 +1 ~x2350 +1 ~x2407 +1 ~x2408 >= 5;
+5 ~x2292 +1 ~x2473 +1 ~x2345 +1 ~x2351 +1 ~x2411 +1 ~x2412 >= 5;
+5 ~x2293 +1 ~x2472 +1 ~x2346 +1 ~x2352 +1 ~x2415 +1 ~x2416 >= 5;
+5 ~x2294 +1 ~x2471 +1 ~x2347 +1 ~x2353 +1 ~x2419 +1 ~x2420 >= 5;
+5 ~x2295 +1 ~x2466 +1 ~x2360 +1 ~x2361 +1 ~x2425 +1 ~x2426 >= 5;
+10 ~x2253 +1 ~x2254 +1 ~x2281 +1 ~x2470 +1 ~x2355 +1 ~x2297 +1 ~x2298 +1 ~x2299 +1 ~x2300 +1 ~x2301 +1 ~x2302 >= 10;
+9 ~x2254 +1 ~x2281 +1 ~x2470 +1 ~x2355 +1 ~x2315 +1 ~x2316 +1 ~x2317 +1 ~x2318 +1 ~x2319 +1 ~x2320 >= 9;
+16 ~x2255 +1 ~x2260 +1 ~x2282 +1 ~x2480 +1 ~x2333 +1 ~x2334 +1 ~x2335 +1 ~x2336 +1 ~x2337 +1 ~x2338 +1 ~x2367 +1 ~x2368 +1 ~x2369 +1 ~x2370 +1 ~x2371 +1 ~x2372 +1 ~x2427 >= 16;
+16 ~x2256 +1 ~x2261 +1 ~x2283 +1 ~x2479 +1 ~x2333 +1 ~x2334 +1 ~x2335 +1 ~x2336 +1 ~x2337 +1 ~x2339 +1 ~x2373 +1 ~x2374 +1 ~x2375 +1 ~x2376 +1 ~x2377 +1 ~x2378 +1 ~x2427 >= 16;
+16 ~x2257 +1 ~x2262 +1 ~x2285 +1 ~x2478 +1 ~x2333 +1 ~x2334 +1 ~x2335 +1 ~x2336 +1 ~x2337 +1 ~x2340 +1 ~x2297 +1 ~x2298 +1 ~x2299 +1 ~x2300 +1 ~x2301 +1 ~x2302 +1 ~x2427 >= 16;
+16 ~x2258 +1 ~x2263 +1 ~x2286 +1 ~x2477 +1 ~x2333 +1 ~x2334 +1 ~x2335 +1 ~x2336 +1 ~x2337 +1 ~x2341 +1 ~x2303 +1 ~x2304 +1 ~x2305 +1 ~x2306 +1 ~x2307 +1 ~x2308 +1 ~x2427 >= 16;
+16 ~x2259 +1 ~x2264 +1 ~x2287 +1 ~x2476 +1 ~x2333 +1 ~x2334 +1 ~x2335 +1 ~x2336 +1 ~x2337 +1 ~x2342 +1 ~x2309 +1 ~x2310 +1 ~x2311 +1 ~x2312 +1 ~x2313 +1 ~x2314 +1 ~x2427 >= 16;
+15 ~x2260 +1 ~x2282 +1 ~x2480 +1 ~x2333 +1 ~x2338 +1 ~x2339 +1 ~x2340 +1 ~x2341 +1 ~x2342 +1 ~x2385 +1 ~x2386 +1 ~x2387 +1 ~x2388 +1 ~x2389 +1 ~x2390 +1 ~x2428 >= 15;
+15 ~x2261 +1 ~x2283 +1 ~x2479 +1 ~x2334 +1 ~x2338 +1 ~x2339 +1 ~x2340 +1 ~x2341 +1 ~x2342 +1 ~x2391 +1 ~x2392 +1 ~x2393 +1 ~x2394 +1 ~x2395 +1 ~x2396 +1 ~x2428 >= 15;
+15 ~x2262 +1 ~x2285 +1 ~x2478 +1 ~x2335 +1 ~x2338 +1 ~x2339 +1 ~x2340 +1 ~x2341 +1 ~x2342 +1 ~x2315 +1 ~x2316 +1 ~x2317 +1 ~x2318 +1 ~x2319 +1 ~x2320 +1 ~x2428 >= 15;
+15 ~x2263 +1 ~x2286 +1 ~x2477 +1 ~x2336 +1 ~x2338 +1 ~x2339 +1 ~x2340 +1 ~x2341 +1 ~x2342 +1 ~x2321 +1 ~x2322 +1 ~x2323 +1 ~x2324 +1 ~x2325 +1 ~x2326 +1 ~x2428 >= 15;
+15 ~x2264 +1 ~x2287 +1 ~x2476 +1 ~x2337 +1 ~x2338 +1 ~x2339 +1 ~x2340 +1 ~x2341 +1 ~x2342 +1 ~x2327 +1 ~x2328 +1 ~x2329 +1 ~x2330 +1 ~x2331 +1 ~x2332 +1 ~x2428 >= 15;
+10 ~x2265 +1 ~x2266 +1 ~x2288 +1 ~x2468 +1 ~x2358 +1 ~x2309 +1 ~x2310 +1 ~x2311 +1 ~x2312 +1 ~x2313 +1 ~x2314 >= 10;
+9 ~x2266 +1 ~x2288 +1 ~x2468 +1 ~x2358 +1 ~x2327 +1 ~x2328 +1 ~x2329 +1 ~x2330 +1 ~x2331 +1 ~x2332 >= 9;
+10 ~x2267 +1 ~x2268 +1 ~x2289 +1 ~x2467 +1 ~x2359 +1 ~x2309 +1 ~x2310 +1 ~x2311 +1 ~x2312 +1 ~x2313 +1 ~x2314 >= 10;
+9 ~x2268 +1 ~x2289 +1 ~x2467 +1 ~x2359 +1 ~x2327 +1 ~x2328 +1 ~x2329 +1 ~x2330 +1 ~x2331 +1 ~x2332 >= 9;
+10 ~x2279 +1 ~x2280 +1 ~x2296 +1 ~x2465 +1 ~x2362 +1 ~x2303 +1 ~x2304 +1 ~x2305 +1 ~x2306 +1 ~x2307 +1 ~x2308 >= 10;
+9 ~x2280 +1 ~x2296 +1 ~x2465 +1 ~x2362 +1 ~x2321 +1 ~x2322 +1 ~x2323 +1 ~x2324 +1 ~x2325 +1 ~x2326 >= 9;
+5 ~x2281 +1 ~x2470 +1 ~x2355 +1 ~x2415 +1 ~x2416 +1 ~x2429 >= 5;
+5 ~x2282 +1 ~x2480 +1 ~x2333 +1 ~x2338 +1 ~x2403 +1 ~x2404 >= 5;
+5 ~x2283 +1 ~x2479 +1 ~x2334 +1 ~x2339 +1 ~x2407 +1 ~x2408 >= 5;
+5 ~x2285 +1 ~x2478 +1 ~x2335 +1 ~x2340 +1 ~x2415 +1 ~x2416 >= 5;
+5 ~x2286 +1 ~x2477 +1 ~x2336 +1 ~x2341 +1 ~x2419 +1 ~x2420 >= 5;
+5 ~x2287 +1 ~x2476 +1 ~x2337 +1 ~x2342 +1 ~x2423 +1 ~x2424 >= 5;
+5 ~x2288 +1 ~x2468 +1 ~x2358 +1 ~x2423 +1 ~x2424 +1 ~x2430 >= 5;
+5 ~x2289 +1 ~x2467 +1 ~x2359 +1 ~x2423 +1 ~x2424 +1 ~x2431 >= 5;
+5 ~x2296 +1 ~x2465 +1 ~x2362 +1 ~x2419 +1 ~x2420 +1 ~x2432 >= 5;
+13 ~x2343 +1 ~x2344 +1 ~x2345 +1 ~x2346 +1 ~x2347 +1 ~x2348 +1 ~x2464 +1 ~x2363 +1 ~x2367 +1 ~x2368 +1 ~x2369 +1 ~x2370 +1 ~x2371 +1 ~x2372 >= 13;
+12 ~x2344 +1 ~x2345 +1 ~x2346 +1 ~x2347 +1 ~x2348 +1 ~x2464 +1 ~x2363 +1 ~x2373 +1 ~x2374 +1 ~x2375 +1 ~x2376 +1 ~x2377 +1 ~x2378 >= 12;
+11 ~x2345 +1 ~x2346 +1 ~x2347 +1 ~x2348 +1 ~x2464 +1 ~x2363 +1 ~x2379 +1 ~x2380 +1 ~x2381 +1 ~x2382 +1 ~x2383 +1 ~x2384 >= 11;
+10 ~x2346 +1 ~x2347 +1 ~x2348 +1 ~x2464 +1 ~x2297 +1 ~x2298 +1 ~x2299 +1 ~x2300 +1 ~x2301 +1 ~x2302 +1 ~x2363 >= 10;
+9 ~x2347 +1 ~x2348 +1 ~x2464 +1 ~x2303 +1 ~x2304 +1 ~x2305 +1 ~x2306 +1 ~x2307 +1 ~x2308 +1 ~x2363 >= 9;
+13 ~x2349 +1 ~x2350 +1 ~x2351 +1 ~x2352 +1 ~x2353 +1 ~x2354 +1 ~x2463 +1 ~x2364 +1 ~x2385 +1 ~x2386 +1 ~x2387 +1 ~x2388 +1 ~x2389 +1 ~x2390 >= 13;
+12 ~x2350 +1 ~x2351 +1 ~x2352 +1 ~x2353 +1 ~x2354 +1 ~x2463 +1 ~x2364 +1 ~x2391 +1 ~x2392 +1 ~x2393 +1 ~x2394 +1 ~x2395 +1 ~x2396 >= 12;
+11 ~x2351 +1 ~x2352 +1 ~x2353 +1 ~x2354 +1 ~x2463 +1 ~x2364 +1 ~x2397 +1 ~x2398 +1 ~x2399 +1 ~x2400 +1 ~x2401 +1 ~x2402 >= 11;
+10 ~x2352 +1 ~x2353 +1 ~x2354 +1 ~x2463 +1 ~x2315 +1 ~x2316 +1 ~x2317 +1 ~x2318 +1 ~x2319 +1 ~x2320 +1 ~x2364 >= 10;
+9 ~x2353 +1 ~x2354 +1 ~x2463 +1 ~x2321 +1 ~x2322 +1 ~x2323 +1 ~x2324 +1 ~x2325 +1 ~x2326 +1 ~x2364 >= 9;
+5 ~x2356 +1 ~x2357 +1 ~x2462 +1 ~x2365 +1 ~x2413 +1 ~x2414 >= 5;
+5 ~x2360 +1 ~x2361 +1 ~x2461 +1 ~x2366 +1 ~x2425 +1 ~x2426 >= 5;
+13 ~x2333 +1 ~x2334 +1 ~x2335 +1 ~x2336 +1 ~x2337 +1 ~x2367 +1 ~x2368 +1 ~x2369 +1 ~x2370 +1 ~x2371 +1 ~x2372 +1 ~x2427 +1 ~x2444 +1 ~x2433 >= 13;
+12 ~x2334 +1 ~x2335 +1 ~x2336 +1 ~x2337 +1 ~x2373 +1 ~x2374 +1 ~x2375 +1 ~x2376 +1 ~x2377 +1 ~x2378 +1 ~x2427 +1 ~x2444 +1 ~x2433 >= 12;
+11 ~x2335 +1 ~x2336 +1 ~x2337 +1 ~x2297 +1 ~x2298 +1 ~x2299 +1 ~x2300 +1 ~x2301 +1 ~x2302 +1 ~x2427 +1 ~x2444 +1 ~x2433 >= 11;
+10 ~x2336 +1 ~x2337 +1 ~x2303 +1 ~x2304 +1 ~x2305 +1 ~x2306 +1 ~x2307 +1 ~x2308 +1 ~x2427 +1 ~x2444 +1 ~x2433 >= 10;
+9 ~x2337 +1 ~x2309 +1 ~x2310 +1 ~x2311 +1 ~x2312 +1 ~x2313 +1 ~x2314 +1 ~x2427 +1 ~x2444 +1 ~x2433 >= 9;
+13 ~x2338 +1 ~x2339 +1 ~x2340 +1 ~x2341 +1 ~x2342 +1 ~x2385 +1 ~x2386 +1 ~x2387 +1 ~x2388 +1 ~x2389 +1 ~x2390 +1 ~x2428 +1 ~x2443 +1 ~x2434 >= 13;
+12 ~x2339 +1 ~x2340 +1 ~x2341 +1 ~x2342 +1 ~x2391 +1 ~x2392 +1 ~x2393 +1 ~x2394 +1 ~x2395 +1 ~x2396 +1 ~x2428 +1 ~x2443 +1 ~x2434 >= 12;
+11 ~x2340 +1 ~x2341 +1 ~x2342 +1 ~x2315 +1 ~x2316 +1 ~x2317 +1 ~x2318 +1 ~x2319 +1 ~x2320 +1 ~x2428 +1 ~x2443 +1 ~x2434 >= 11;
+10 ~x2341 +1 ~x2342 +1 ~x2321 +1 ~x2322 +1 ~x2323 +1 ~x2324 +1 ~x2325 +1 ~x2326 +1 ~x2428 +1 ~x2443 +1 ~x2434 >= 10;
+9 ~x2342 +1 ~x2327 +1 ~x2328 +1 ~x2329 +1 ~x2330 +1 ~x2331 +1 ~x2332 +1 ~x2428 +1 ~x2443 +1 ~x2434 >= 9;
